id	title	description	link	image_link	additional_image_link	availability	price	brand	condition	google_product_category	item_group_id	color	size	gender	age_group	expiration_date
b7745efc-2f70-4d0a-8b50-0b3704b5d51c_9	Black Flags & Rum Pirate Fest Tee	Black Flags & Rum Pirate Fest Tee	https://www.lakeerieclothing.com/product-page/black-flags-rum-pirate-fest-tee	https://static.wixstatic.com/media/e35453_6abea03028fb4d988e7480ca308d2293~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	b7745efc-2f70-4d0a-8b50-0b3704b5d51c	White	XL	unisex	adult	2026-04-22
b7745efc-2f70-4d0a-8b50-0b3704b5d51c_10	Black Flags & Rum Pirate Fest Tee	Black Flags & Rum Pirate Fest Tee	https://www.lakeerieclothing.com/product-page/black-flags-rum-pirate-fest-tee	https://static.wixstatic.com/media/e35453_da815f6e302b46938047c6d328b7456c~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	b7745efc-2f70-4d0a-8b50-0b3704b5d51c	Granite	2XL	unisex	adult	2026-04-22
b7745efc-2f70-4d0a-8b50-0b3704b5d51c_11	Black Flags & Rum Pirate Fest Tee	Black Flags & Rum Pirate Fest Tee	https://www.lakeerieclothing.com/product-page/black-flags-rum-pirate-fest-tee	https://static.wixstatic.com/media/e35453_6abea03028fb4d988e7480ca308d2293~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	b7745efc-2f70-4d0a-8b50-0b3704b5d51c	White	2XL	unisex	adult	2026-04-22
9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9_0	Our Fave Places Signature T	Our Fave Places Signature T	https://www.lakeerieclothing.com/product-page/the-shoreline-circuit-signature-tee	https://static.wixstatic.com/media/e35453_48361319d0a24aff89e3f97d0e2008be~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9		XS	unisex	adult	2026-04-22
9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9_1	Our Fave Places Signature T	Our Fave Places Signature T	https://www.lakeerieclothing.com/product-page/the-shoreline-circuit-signature-tee	https://static.wixstatic.com/media/e35453_48361319d0a24aff89e3f97d0e2008be~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9		S	unisex	adult	2026-04-22
9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9_2	Our Fave Places Signature T	Our Fave Places Signature T	https://www.lakeerieclothing.com/product-page/the-shoreline-circuit-signature-tee	https://static.wixstatic.com/media/e35453_48361319d0a24aff89e3f97d0e2008be~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9		M	unisex	adult	2026-04-22
9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9_3	Our Fave Places Signature T	Our Fave Places Signature T	https://www.lakeerieclothing.com/product-page/the-shoreline-circuit-signature-tee	https://static.wixstatic.com/media/e35453_48361319d0a24aff89e3f97d0e2008be~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9		L	unisex	adult	2026-04-22
9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9_4	Our Fave Places Signature T	Our Fave Places Signature T	https://www.lakeerieclothing.com/product-page/the-shoreline-circuit-signature-tee	https://static.wixstatic.com/media/e35453_48361319d0a24aff89e3f97d0e2008be~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9		XL	unisex	adult	2026-04-22
9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9_5	Our Fave Places Signature T	Our Fave Places Signature T	https://www.lakeerieclothing.com/product-page/the-shoreline-circuit-signature-tee	https://static.wixstatic.com/media/e35453_48361319d0a24aff89e3f97d0e2008be~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	9c83bf4a-9847-4ecb-abb8-700a6f8fc2c9		2XL	unisex	adult	2026-04-22
f971eca4-6afd-457e-8796-ca483152fb74_0	My Boat, My Rules Three Quarter Zip	My Boat, My Rules Three Quarter Zip	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-three-quarter-zip	https://static.wixstatic.com/media/e35453_783c5447763e4b8098975e8e660a66f5~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	f971eca4-6afd-457e-8796-ca483152fb74		XS	unisex	adult	2026-04-22
f971eca4-6afd-457e-8796-ca483152fb74_1	My Boat, My Rules Three Quarter Zip	My Boat, My Rules Three Quarter Zip	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-three-quarter-zip	https://static.wixstatic.com/media/e35453_783c5447763e4b8098975e8e660a66f5~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	f971eca4-6afd-457e-8796-ca483152fb74		S	unisex	adult	2026-04-22
f971eca4-6afd-457e-8796-ca483152fb74_2	My Boat, My Rules Three Quarter Zip	My Boat, My Rules Three Quarter Zip	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-three-quarter-zip	https://static.wixstatic.com/media/e35453_783c5447763e4b8098975e8e660a66f5~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	f971eca4-6afd-457e-8796-ca483152fb74		M	unisex	adult	2026-04-22
f971eca4-6afd-457e-8796-ca483152fb74_3	My Boat, My Rules Three Quarter Zip	My Boat, My Rules Three Quarter Zip	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-three-quarter-zip	https://static.wixstatic.com/media/e35453_783c5447763e4b8098975e8e660a66f5~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	f971eca4-6afd-457e-8796-ca483152fb74		L	unisex	adult	2026-04-22
f971eca4-6afd-457e-8796-ca483152fb74_4	My Boat, My Rules Three Quarter Zip	My Boat, My Rules Three Quarter Zip	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-three-quarter-zip	https://static.wixstatic.com/media/e35453_783c5447763e4b8098975e8e660a66f5~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	f971eca4-6afd-457e-8796-ca483152fb74		XL	unisex	adult	2026-04-22
f971eca4-6afd-457e-8796-ca483152fb74_5	My Boat, My Rules Three Quarter Zip	My Boat, My Rules Three Quarter Zip	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-three-quarter-zip	https://static.wixstatic.com/media/e35453_783c5447763e4b8098975e8e660a66f5~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	f971eca4-6afd-457e-8796-ca483152fb74		2XL	unisex	adult	2026-04-22
fee1620f-573f-4e00-85b4-1e88f8e2b47a_0	My Boat, My Rules Captain's Tee	My Boat, My Rules Captain's Tee	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-captains-tee	https://static.wixstatic.com/media/e35453_2575ca3ba76f4e7a80e8496affa39751~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fee1620f-573f-4e00-85b4-1e88f8e2b47a		XS	unisex	adult	2026-04-22
fee1620f-573f-4e00-85b4-1e88f8e2b47a_1	My Boat, My Rules Captain's Tee	My Boat, My Rules Captain's Tee	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-captains-tee	https://static.wixstatic.com/media/e35453_2575ca3ba76f4e7a80e8496affa39751~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fee1620f-573f-4e00-85b4-1e88f8e2b47a		S	unisex	adult	2026-04-22
fee1620f-573f-4e00-85b4-1e88f8e2b47a_2	My Boat, My Rules Captain's Tee	My Boat, My Rules Captain's Tee	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-captains-tee	https://static.wixstatic.com/media/e35453_2575ca3ba76f4e7a80e8496affa39751~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fee1620f-573f-4e00-85b4-1e88f8e2b47a		M	unisex	adult	2026-04-22
fee1620f-573f-4e00-85b4-1e88f8e2b47a_3	My Boat, My Rules Captain's Tee	My Boat, My Rules Captain's Tee	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-captains-tee	https://static.wixstatic.com/media/e35453_2575ca3ba76f4e7a80e8496affa39751~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fee1620f-573f-4e00-85b4-1e88f8e2b47a		L	unisex	adult	2026-04-22
fee1620f-573f-4e00-85b4-1e88f8e2b47a_4	My Boat, My Rules Captain's Tee	My Boat, My Rules Captain's Tee	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-captains-tee	https://static.wixstatic.com/media/e35453_2575ca3ba76f4e7a80e8496affa39751~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fee1620f-573f-4e00-85b4-1e88f8e2b47a		XL	unisex	adult	2026-04-22
fee1620f-573f-4e00-85b4-1e88f8e2b47a_5	My Boat, My Rules Captain's Tee	My Boat, My Rules Captain's Tee	https://www.lakeerieclothing.com/product-page/my-boat-my-rules-captains-tee	https://static.wixstatic.com/media/e35453_2575ca3ba76f4e7a80e8496affa39751~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fee1620f-573f-4e00-85b4-1e88f8e2b47a		2XL	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_0	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_2e2051ff46344334b26af1600063213a~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	Black	XS	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_1	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_95ee261285a948389364ba8b5fa5cd4d~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	White	XS	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_2	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_2e2051ff46344334b26af1600063213a~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	Black	S	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_3	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_95ee261285a948389364ba8b5fa5cd4d~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	White	S	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_4	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_2e2051ff46344334b26af1600063213a~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	Black	M	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_5	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_95ee261285a948389364ba8b5fa5cd4d~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	White	M	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_6	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_2e2051ff46344334b26af1600063213a~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	Black	L	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_7	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_95ee261285a948389364ba8b5fa5cd4d~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	White	L	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_8	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_2e2051ff46344334b26af1600063213a~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	Black	XL	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_9	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_95ee261285a948389364ba8b5fa5cd4d~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	White	XL	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_10	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_2e2051ff46344334b26af1600063213a~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	Black	2XL	unisex	adult	2026-04-22
3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1_11	Get Hooked Lake Erie Essential Tee	Get Hooked Lake Erie Essential Tee	https://www.lakeerieclothing.com/product-page/get-hooked-lake-erie-essential-tee	https://static.wixstatic.com/media/e35453_95ee261285a948389364ba8b5fa5cd4d~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3a849105-bd9a-46f3-a8a2-8d1a81f8bbc1	White	2XL	unisex	adult	2026-04-22
2369009c-e52a-4554-8d6c-66b97e5e9d72_0	Lake Erie Heritage Anchor Hoodie	Lake Erie Heritage Anchor Hoodie	https://www.lakeerieclothing.com/product-page/lake-erie-heritage-anchor-hoodie	https://static.wixstatic.com/media/e35453_853edab97caf4f2fb203a5ce6aa749af~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	2369009c-e52a-4554-8d6c-66b97e5e9d72		XS	unisex	adult	2026-04-22
2369009c-e52a-4554-8d6c-66b97e5e9d72_1	Lake Erie Heritage Anchor Hoodie	Lake Erie Heritage Anchor Hoodie	https://www.lakeerieclothing.com/product-page/lake-erie-heritage-anchor-hoodie	https://static.wixstatic.com/media/e35453_853edab97caf4f2fb203a5ce6aa749af~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	2369009c-e52a-4554-8d6c-66b97e5e9d72		S	unisex	adult	2026-04-22
2369009c-e52a-4554-8d6c-66b97e5e9d72_2	Lake Erie Heritage Anchor Hoodie	Lake Erie Heritage Anchor Hoodie	https://www.lakeerieclothing.com/product-page/lake-erie-heritage-anchor-hoodie	https://static.wixstatic.com/media/e35453_853edab97caf4f2fb203a5ce6aa749af~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	2369009c-e52a-4554-8d6c-66b97e5e9d72		M	unisex	adult	2026-04-22
2369009c-e52a-4554-8d6c-66b97e5e9d72_3	Lake Erie Heritage Anchor Hoodie	Lake Erie Heritage Anchor Hoodie	https://www.lakeerieclothing.com/product-page/lake-erie-heritage-anchor-hoodie	https://static.wixstatic.com/media/e35453_853edab97caf4f2fb203a5ce6aa749af~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	2369009c-e52a-4554-8d6c-66b97e5e9d72		L	unisex	adult	2026-04-22
2369009c-e52a-4554-8d6c-66b97e5e9d72_4	Lake Erie Heritage Anchor Hoodie	Lake Erie Heritage Anchor Hoodie	https://www.lakeerieclothing.com/product-page/lake-erie-heritage-anchor-hoodie	https://static.wixstatic.com/media/e35453_853edab97caf4f2fb203a5ce6aa749af~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	2369009c-e52a-4554-8d6c-66b97e5e9d72		XL	unisex	adult	2026-04-22
72dcd935-67ed-458d-8500-f46a8bf59541_0	Get Hooked Sweatshirt	Get Hooked Sweatshirt	https://www.lakeerieclothing.com/product-page/get-hooked-sweatshirt	https://static.wixstatic.com/media/e35453_bfa8af370beb48dabadf9ce18769b16d~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	72dcd935-67ed-458d-8500-f46a8bf59541		XS	unisex	adult	2026-04-22
72dcd935-67ed-458d-8500-f46a8bf59541_1	Get Hooked Sweatshirt	Get Hooked Sweatshirt	https://www.lakeerieclothing.com/product-page/get-hooked-sweatshirt	https://static.wixstatic.com/media/e35453_bfa8af370beb48dabadf9ce18769b16d~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	72dcd935-67ed-458d-8500-f46a8bf59541		S	unisex	adult	2026-04-22
72dcd935-67ed-458d-8500-f46a8bf59541_2	Get Hooked Sweatshirt	Get Hooked Sweatshirt	https://www.lakeerieclothing.com/product-page/get-hooked-sweatshirt	https://static.wixstatic.com/media/e35453_bfa8af370beb48dabadf9ce18769b16d~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	72dcd935-67ed-458d-8500-f46a8bf59541		M	unisex	adult	2026-04-22
72dcd935-67ed-458d-8500-f46a8bf59541_3	Get Hooked Sweatshirt	Get Hooked Sweatshirt	https://www.lakeerieclothing.com/product-page/get-hooked-sweatshirt	https://static.wixstatic.com/media/e35453_bfa8af370beb48dabadf9ce18769b16d~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	72dcd935-67ed-458d-8500-f46a8bf59541		L	unisex	adult	2026-04-22
72dcd935-67ed-458d-8500-f46a8bf59541_4	Get Hooked Sweatshirt	Get Hooked Sweatshirt	https://www.lakeerieclothing.com/product-page/get-hooked-sweatshirt	https://static.wixstatic.com/media/e35453_bfa8af370beb48dabadf9ce18769b16d~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	72dcd935-67ed-458d-8500-f46a8bf59541		XL	unisex	adult	2026-04-22
cc1f9f54-a555-4977-8a52-fd63b3f622e8_0	Catch the Wave - Lake Erie Surf Club Sweatshirt	Catch the Wave - Lake Erie Surf Club Sweatshirt	https://www.lakeerieclothing.com/product-page/catch-the-wave-lake-erie-surf-club-sweatshirt	https://static.wixstatic.com/media/e35453_ae053750b01f4eeb8aa7979d953384b4~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	cc1f9f54-a555-4977-8a52-fd63b3f622e8		XS	unisex	adult	2026-04-22
cc1f9f54-a555-4977-8a52-fd63b3f622e8_1	Catch the Wave - Lake Erie Surf Club Sweatshirt	Catch the Wave - Lake Erie Surf Club Sweatshirt	https://www.lakeerieclothing.com/product-page/catch-the-wave-lake-erie-surf-club-sweatshirt	https://static.wixstatic.com/media/e35453_ae053750b01f4eeb8aa7979d953384b4~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	cc1f9f54-a555-4977-8a52-fd63b3f622e8		S	unisex	adult	2026-04-22
cc1f9f54-a555-4977-8a52-fd63b3f622e8_2	Catch the Wave - Lake Erie Surf Club Sweatshirt	Catch the Wave - Lake Erie Surf Club Sweatshirt	https://www.lakeerieclothing.com/product-page/catch-the-wave-lake-erie-surf-club-sweatshirt	https://static.wixstatic.com/media/e35453_ae053750b01f4eeb8aa7979d953384b4~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	cc1f9f54-a555-4977-8a52-fd63b3f622e8		M	unisex	adult	2026-04-22
cc1f9f54-a555-4977-8a52-fd63b3f622e8_3	Catch the Wave - Lake Erie Surf Club Sweatshirt	Catch the Wave - Lake Erie Surf Club Sweatshirt	https://www.lakeerieclothing.com/product-page/catch-the-wave-lake-erie-surf-club-sweatshirt	https://static.wixstatic.com/media/e35453_ae053750b01f4eeb8aa7979d953384b4~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	cc1f9f54-a555-4977-8a52-fd63b3f622e8		L	unisex	adult	2026-04-22
cc1f9f54-a555-4977-8a52-fd63b3f622e8_4	Catch the Wave - Lake Erie Surf Club Sweatshirt	Catch the Wave - Lake Erie Surf Club Sweatshirt	https://www.lakeerieclothing.com/product-page/catch-the-wave-lake-erie-surf-club-sweatshirt	https://static.wixstatic.com/media/e35453_ae053750b01f4eeb8aa7979d953384b4~mv2.png		in stock	50.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	cc1f9f54-a555-4977-8a52-fd63b3f622e8		XL	unisex	adult	2026-04-22
f27e655b-0f5e-4ae8-a4af-341210f5eee8_0	Always Fresh Sometimes Frozen Tee	Always Fresh Sometimes Frozen Tee	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-tee	https://static.wixstatic.com/media/e35453_68a8ce81d0184689a26f23e7d0791e66~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	f27e655b-0f5e-4ae8-a4af-341210f5eee8		XS	unisex	adult	2026-04-22
f27e655b-0f5e-4ae8-a4af-341210f5eee8_1	Always Fresh Sometimes Frozen Tee	Always Fresh Sometimes Frozen Tee	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-tee	https://static.wixstatic.com/media/e35453_68a8ce81d0184689a26f23e7d0791e66~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	f27e655b-0f5e-4ae8-a4af-341210f5eee8		S	unisex	adult	2026-04-22
f27e655b-0f5e-4ae8-a4af-341210f5eee8_2	Always Fresh Sometimes Frozen Tee	Always Fresh Sometimes Frozen Tee	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-tee	https://static.wixstatic.com/media/e35453_68a8ce81d0184689a26f23e7d0791e66~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	f27e655b-0f5e-4ae8-a4af-341210f5eee8		M	unisex	adult	2026-04-22
f27e655b-0f5e-4ae8-a4af-341210f5eee8_3	Always Fresh Sometimes Frozen Tee	Always Fresh Sometimes Frozen Tee	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-tee	https://static.wixstatic.com/media/e35453_68a8ce81d0184689a26f23e7d0791e66~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	f27e655b-0f5e-4ae8-a4af-341210f5eee8		L	unisex	adult	2026-04-22
f27e655b-0f5e-4ae8-a4af-341210f5eee8_4	Always Fresh Sometimes Frozen Tee	Always Fresh Sometimes Frozen Tee	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-tee	https://static.wixstatic.com/media/e35453_68a8ce81d0184689a26f23e7d0791e66~mv2.png		in stock	28.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	f27e655b-0f5e-4ae8-a4af-341210f5eee8		XL	unisex	adult	2026-04-22
409ff93e-25f0-43e3-a3dd-9c0d94c52b36_0	Always Fresh Sometimes Frozen Hoodie	Always Fresh Sometimes Frozen Hoodie	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-hoodie	https://static.wixstatic.com/media/e35453_ee1d7282baad4cffa2c833d33b4a4a19~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	409ff93e-25f0-43e3-a3dd-9c0d94c52b36		XS	unisex	adult	2026-04-22
409ff93e-25f0-43e3-a3dd-9c0d94c52b36_1	Always Fresh Sometimes Frozen Hoodie	Always Fresh Sometimes Frozen Hoodie	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-hoodie	https://static.wixstatic.com/media/e35453_ee1d7282baad4cffa2c833d33b4a4a19~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	409ff93e-25f0-43e3-a3dd-9c0d94c52b36		S	unisex	adult	2026-04-22
409ff93e-25f0-43e3-a3dd-9c0d94c52b36_2	Always Fresh Sometimes Frozen Hoodie	Always Fresh Sometimes Frozen Hoodie	https://www.lakeerieclothing.com/product-page/always-fresh-sometimes-frozen-hoodie	https://static.wixstatic.com/media/e35453_ee1d7282baad4cffa2c833d33b4a4a19~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	409ff93e-25f0-43e3-a3dd-9c0d94c52b36		M	unisex	adult	2026-04-22
